제품코드,제품명,공정,설비코드,매당_설비분,매당_인시분
A4E144-SL,TEL CEL,Hole,Q_HOLE-01,120,1.5
A4E145-SL,TEL CEL,Hole,Q_HOLE-01,120,1.5
A4E147-SL,TEL CEL,Hole,Q_HOLE-01,120,1.5
A4E148-SL,TEL CEL,Hole,Q_HOLE-01,120,1.5
A4E150-SL,TEL CEL,Hole,Q_HOLE-01,145.7340725,1.5
A4E151-SL,TEL CEL,Hole,Q_HOLE-01,120,1.5
A4E152-SL,TEL CEL,Hole,Q_HOLE-01,120,1.5
A4E153-SL,TEL CEL,Hole,Q_HOLE-01,129.5413978,1.5
A4E154-SL,TEL CEL,Hole,Q_HOLE-01,120,1.5
A4E155-SL,TEL CEL,Hole,Q_HOLE-01,129.5413978,1.5
A4E159-SL,TEL CEL,Hole,Q_HOLE-01,45,1.5
A4E160-SL,TEL CEL,Hole,Q_HOLE-01,64.84027001,1.5
A4E161-SL,TEL CEL,Hole,Q_HOLE-01,64.84027001,1.5
A4E162-SL,TEL CEL,Hole,Q_HOLE-01,129.5413978,1.5
A4E163-SL,TEL CEL,Hole,Q_HOLE-01,129.5413978,1.5
A4E164-SL,TEL CEL,Hole,Q_HOLE-01,129.5413978,1.5
A4E172-SL,TEL CEL,Hole,Q_HOLE-01,129.5413978,1.5
A4E176-SL,TEL CEL,Hole,Q_HOLE-01,191.877108,1.5
A4E177-SL,TEL CEL,Hole,Q_HOLE-01,191.877108,1.5
A4E178-SL,TEL CEL,Hole,Q_HOLE-01,191.877108,1.5
A4E179-SL,TEL CEL,Hole,Q_HOLE-01,191.877108,1.5
A4E223-SL,TEL CEL,Hole,Q_HOLE-01,31.65,1.5
A4E323-SL,TEL CEL,Hole,Q_HOLE-01,22.01666667,1.5
A4E356-SL,TEL CEL,Hole,Q_HOLE-01,32.05,1.5
A4E385-SL,TEL CEL,Hole,Q_HOLE-01,81.20833333,1.5
A4E412-SL,TEL CEL,Hole,Q_HOLE-01,31.9,1.5
A4E423-SL,TEL CEL,Hole,Q_HOLE-01,29.26666667,1.5
A4E423-SL,TEL CEL,Hole,Q_HOLE-01,29.3,1.5
A4E426-SL,TEL CEL,Hole,Q_HOLE-01,37.60000001,1.5
A4E450-SL,TEL CEL,Hole,Q_HOLE-01,31.73333333,1.5
A4E579-SL,TEL CEL,Hole,Q_HOLE-01,29.65,1.5
A4E608-SL,TEL CEL,Hole,Q_HOLE-01,38.6,1.5
A4E621-SL,TEL CEL,Hole,Q_HOLE-01,31.90000001,1.5
B3E015-SM,Bush CEL,Hole,Q_HOLE-01,10.68333334,1.5
B3E018-SM,Bush CEL,Hole,Q_HOLE-01,10.68333334,1.5
B3E027-SM,Bush CEL,Hole,Q_HOLE-01,10.68333334,1.5
B3E040-SM,Bush CEL,Hole,Q_HOLE-01,10.68333334,1.5
B3E056-SM,Bush CEL,Hole,Q_HOLE-01,10.61666667,1.5
B3E076-SM,Bush CEL,Hole,Q_HOLE-01,18.99291171,1.5
B3E078-SM,Bush CEL,Hole,Q_HOLE-01,18.15805845,1.5
B3E079-SM,Bush CEL,Hole,Q_HOLE-01,56.97873512,1.5
B3E080-SM,Bush CEL,Hole,Q_HOLE-01,56.97873512,1.5
B3E081-SM,Bush CEL,Hole,Q_HOLE-01,18.99291171,1.5
B3E082-SM,Bush CEL,Hole,Q_HOLE-01,28.48936756,1.5
B3E083-SM,Bush CEL,Hole,Q_HOLE-01,66.47519098,1.5
B3E084-SM,Bush CEL,Hole,Q_HOLE-01,46.12564272,1.5
B3E085-SM,Bush CEL,Hole,Q_HOLE-01,18.99291171,1.5
B3E086-SM,Bush CEL,Hole,Q_HOLE-01,11.39999999,1.5
B3E0VD-SH,Bush CEL,Hole,Q_HOLE-01,9.783333336,1.5
B3E147-SH,Bush CEL,Hole,Q_HOLE-01,9.899999999,1.5
B3E205-SM,Bush CEL,Hole,Q_HOLE-01,25,1.5
C3E01S-SH,LAM CEL,Hole,Q_HOLE-01,38.36666668,1.5
C3E01S-SH,LAM CEL,Hole,Q_HOLE-01,38.63333333,1.5
C4E01A-SH,LAM CEL,Hole,Q_HOLE-01,100,1.5
C4E0UX-SH,LAM CEL,Hole,Q_HOLE-01,90,1.5
D3E001-SM,LAM CEL,Hole,Q_HOLE-01,94.96455854,1.5
D3E00B-SH,LAM CEL,Hole,Q_HOLE-01,14.26666667,1.5
D3E00B-SH,LAM CEL,Hole,Q_HOLE-01,31.00000001,1.5
D3E00Y-SH,LAM CEL,Hole,Q_HOLE-01,13.48333333,1.5
D3E00Y-SH,LAM CEL,Hole,Q_HOLE-01,31.00000001,1.5
D3E02B-SH,Bush CEL,Hole,Q_HOLE-01,15.01666667,1.5
D3E02B-SH,Bush CEL,Hole,Q_HOLE-01,31.00000001,1.5
D3E033-SM,LAM CEL,Hole,Q_HOLE-01,56.97873512,1.5
D3E034-SM,LAM CEL,Hole,Q_HOLE-01,56.97873512,1.5
D3E071-SM,LAM CEL,Hole,Q_HOLE-01,57.81358839,1.5
D3E072-SM,LAM CEL,Hole,Q_HOLE-01,58.64844165,1.5
D3E0AQ-SH,LAM CEL,Hole,Q_HOLE-01,17.08333333,1.5
D3Y00A-SH,Bush CEL,Hole,Q_HOLE-01,3.165485285,1.5
D3Y0QA-SH,Bush CEL,Hole,Q_HOLE-01,12.06189036,1.5
E3E003-SL,LAM CEL,Hole,Q_HOLE-01,35,1.5
E3E004-SL,LAM CEL,Hole,Q_HOLE-01,35,1.5
E3E006-SL,LAM CEL,Hole,Q_HOLE-01,45,1.5
E3E007-SL,LAM CEL,Hole,Q_HOLE-01,35.91666667,1.5
E3E009-SL,LAM CEL,Hole,Q_HOLE-01,45,1.5
E3E00B-SL,LAM CEL,Hole,Q_HOLE-01,35.91666667,1.5
E3E010-SL,LAM CEL,Hole,Q_HOLE-01,45,1.5
E3E011-SL,LAM CEL,Hole,Q_HOLE-01,45,1.5
E3E012-SL,LAM CEL,Hole,Q_HOLE-01,45,1.5
E3E022-SL,LAM CEL,Hole,Q_HOLE-01,55.16666667,1.5
Z3E00F-SH,LAM CEL,Hole,Q_HOLE-01,13.94166667,1.5
Z3E00F-SH,LAM CEL,Hole,Q_HOLE-01,14.125,1.5
A0Z015-CM,Other,외관,-,,4
A0Z016-CM,Other,외관,-,,4
A0Z017-CM,Other,외관,-,,4
A0Z018-CL,Other,외관,-,,4
A0Z019-CL,Other,외관,-,,4
A0Z029-CL,Other,외관,-,,4
A0Z030-CM,Other,외관,-,,4
A2R01H-SM,일반 Ring,외관,-,,3
A2R01O-SM,일반 Ring,외관,-,,3
A2R01P-SM,일반 Ring,외관,-,,3
A2R01Q-SM,일반 Ring,외관,-,,3
A2R01R-SM,일반 Ring,외관,-,,3
A2R0OU-SM,일반 Ring,외관,-,,3
A2W0VT-SM,Wafer,외관,-,,3
A3E00D-SM,TEL CEL,외관,-,,4
A3E00S-SH,TEL CEL,외관,-,,4
A3E00T-SM,TEL CEL,외관,-,,4
A3E00T-SM,TEL CEL,외관,-,,4
A3E00Z-SM,TEL CEL,외관,-,,4
A3E015-SM,TEL CEL,외관,-,,4
A3E039-SM,TEL CEL,외관,-,,4
A3E040-SM,TEL CEL,외관,-,,4
A3E042-SH,TEL CEL,외관,-,,4
A3E054-SL,TEL CEL,외관,-,,4
A3E084-SL,TEL CEL,외관,-,,4
A3E09F-SM,TEL CEL,외관,-,,4
A3E09G-SM,TEL CEL,외관,-,,4
A3E09H-SM,TEL CEL,외관,-,,4
A3E0PG-SM,TEL CEL,외관,-,,4
A3E0PJ-SM,TEL CEL,외관,-,,4
A3R001-CM,일반 Ring,외관,-,,3
A3R00K-SM,일반 Ring,외관,-,,3
A3R015-SM,일반 Ring,외관,-,,3
A3R01A-SM,일반 Ring,외관,-,,3
A3R01T-SM,일반 Ring,외관,-,,3
A3R02A-SM,일반 Ring,외관,-,,3
A3R02C-SM,일반 Ring,외관,-,,3
A3R03H-SM,일반 Ring,외관,-,,3
A3R03V-SM,일반 Ring,외관,-,,3
A3R04L-SM,일반 Ring,외관,-,,3
A3R04T-SM,일반 Ring,외관,-,,3
A3R056-SM,일반 Ring,외관,-,,3
A3R064-SM,일반 Ring,외관,-,,3
A3R06P-SM,일반 Ring,외관,-,,3
A3R07I-SM,일반 Ring,외관,-,,3
A3R086-CM,일반 Ring,외관,-,,3
A3R08G-SM,일반 Ring,외관,-,,3
A3R09G-SM,일반 Ring,외관,-,,3
A3R0AL-SM,일반 Ring,외관,-,,3
A3R0AP-SM,일반 Ring,외관,-,,3
A3R0BA-SM,일반 Ring,외관,-,,3
A3R0BE-CM,일반 Ring,외관,-,,3
A3R0CA-CM,일반 Ring,외관,-,,3
A3R0DT-SM,일반 Ring,외관,-,,3
A3R0EE-SM,일반 Ring,외관,-,,3
A3R0FM-SM,일반 Ring,외관,-,,3
A3R0FV-SM,일반 Ring,외관,-,,3
A3R0NM-SM,일반 Ring,외관,-,,3
A3R0NR-SM,일반 Ring,외관,-,,3
A3R0PA-SM,일반 Ring,외관,-,,3
A3R0PE-SM,일반 Ring,외관,-,,3
A3R0PF-SM,일반 Ring,외관,-,,3
A3R0QK-SM,일반 Ring,외관,-,,3
A3R0QY-SM,일반 Ring,외관,-,,3
A3R0SS-SM,일반 Ring,외관,-,,3
A3R0VM-SM,일반 Ring,외관,-,,3
A3R0VT-SM,일반 Ring,외관,-,,3
A3R0WP-SM,일반 Ring,외관,-,,3
A3R0WT-SM,일반 Ring,외관,-,,3
A3R0XL-SM,일반 Ring,외관,-,,3
A3R0XT-SM,일반 Ring,외관,-,,3
A3R0YX-SM,일반 Ring,외관,-,,3
A3R0Z2-SM,일반 Ring,외관,-,,3
A3R0ZD-SM,일반 Ring,외관,-,,3
A3R0ZN-SM,일반 Ring,외관,-,,3
A3R160-SM,일반 Ring,외관,-,,3
A3R197-SM,일반 Ring,외관,-,,3
A3R199-SM,일반 Ring,외관,-,,3
A3R201-SM,일반 Ring,외관,-,,3
A3R223-SM,일반 Ring,외관,-,,3
A3R232-SM,일반 Ring,외관,-,,3
A3R257-SM,일반 Ring,외관,-,,3
A3R258-SM,일반 Ring,외관,-,,3
A3R364-AM,일반 Ring,외관,-,,3
A3R367-AM,일반 Ring,외관,-,,3
A3R367-CM,일반 Ring,외관,-,,3
A3R367-SM,일반 Ring,외관,-,,3
A3R392-AM,일반 Ring,외관,-,,3
A3R392-CM,일반 Ring,외관,-,,3
A3R434-SM,일반 Ring,외관,-,,3
A3R460-SM,일반 Ring,외관,-,,3
A3R468-SL,일반 Ring,외관,-,,3
A3R469-SL,일반 Ring,외관,-,,3
A3R485-CM,일반 Ring,외관,-,,3
A3R494-SL,일반 Ring,외관,-,,3
A3R495-SL,일반 Ring,외관,-,,3
A3R511-SL,일반 Ring,외관,-,,3
A3R539-CM,일반 Ring,외관,-,,3
A3R541-SM,일반 Ring,외관,-,,3
A3R546-CM,일반 Ring,외관,-,,3
A3R550-CM,일반 Ring,외관,-,,3
A3R551-SM,일반 Ring,외관,-,,3
A3R554-CM,일반 Ring,외관,-,,3
A3R562-SM,일반 Ring,외관,-,,3
A3R630-SM,일반 Ring,외관,-,,3
A3R636-SM,일반 Ring,외관,-,,3
A3R637-SM,일반 Ring,외관,-,,3
A3R643-SM,일반 Ring,외관,-,,3
A3R680-SM,일반 Ring,외관,-,,3
A3R698-SM,일반 Ring,외관,-,,3
A3R711-SM,일반 Ring,외관,-,,3
A3R717-SM,일반 Ring,외관,-,,3
A3R732-CM,일반 Ring,외관,-,,3
A3R744-SM,일반 Ring,외관,-,,3
A3R780-SM,일반 Ring,외관,-,,3
A3R785-SM,일반 Ring,외관,-,,3
A3R796-CM,일반 Ring,외관,-,,3
A3R799-CM,일반 Ring,외관,-,,3
A3R810-SM,일반 Ring,외관,-,,3
A3R836-SL,일반 Ring,외관,-,,3
A3R850-SM,일반 Ring,외관,-,,3
A3R859-SL,일반 Ring,외관,-,,3
A3R882-SL,일반 Ring,외관,-,,3
A3R900-CL,일반 Ring,외관,-,,3
A3R901-SL,일반 Ring,외관,-,,3
A3R918-SM,일반 Ring,외관,-,,3
A3R923-CL,일반 Ring,외관,-,,3
A3R944-CM,일반 Ring,외관,-,,3
A3R946-SL,일반 Ring,외관,-,,3
A3RA06-SL,일반 Ring,외관,-,,3
A3RA55-CL,일반 Ring,외관,-,,3
A3RA56-CL,일반 Ring,외관,-,,3
A3RA57-CL,일반 Ring,외관,-,,3
A3RB07-SM,일반 Ring,외관,-,,3
A3RB33-SM,일반 Ring,외관,-,,3
A3RB42-CM,일반 Ring,외관,-,,3
A3RB43-CM,일반 Ring,외관,-,,3
A3RB48-SM,일반 Ring,외관,-,,3
A3RB48-SM,일반 Ring,외관,-,,3
A3RB49-CL,일반 Ring,외관,-,,3
A3RB62-SL,일반 Ring,외관,-,,3
A3RB67-SM,일반 Ring,외관,-,,3
A3RB83-SH,일반 Ring,외관,-,,3
A3RB87-CM,일반 Ring,외관,-,,3
A3RB88-CM,일반 Ring,외관,-,,3
A3RC19-CM,일반 Ring,외관,-,,3
A3RC20-CM,일반 Ring,외관,-,,3
A3RC21-CM,일반 Ring,외관,-,,3
A3RC22-CM,일반 Ring,외관,-,,3
A3RC23-CM,일반 Ring,외관,-,,3
A3RC24-CM,일반 Ring,외관,-,,3
A3RC25-CM,일반 Ring,외관,-,,3
A3RC38-CM,일반 Ring,외관,-,,3
A3RC39-CM,일반 Ring,외관,-,,3
A3RC40-CM,일반 Ring,외관,-,,3
A3RC41-CM,일반 Ring,외관,-,,3
A3RC42-CM,일반 Ring,외관,-,,3
A3RC43-CM,일반 Ring,외관,-,,3
A3RC44-CM,일반 Ring,외관,-,,3
A3RC45-CM,일반 Ring,외관,-,,3
A3RC46-CM,일반 Ring,외관,-,,3
A3RC48-CL,일반 Ring,외관,-,,3
A3RC49-CL,일반 Ring,외관,-,,3
A3RC58-CM,일반 Ring,외관,-,,3
A3RC59-CM,일반 Ring,외관,-,,3
A3RC60-CM,일반 Ring,외관,-,,3
A3RC61-CM,일반 Ring,외관,-,,3
A3RC91-CM,일반 Ring,외관,-,,3
A3RC92-CM,일반 Ring,외관,-,,3
A3RC93-CM,일반 Ring,외관,-,,3
A3RC94-CM,일반 Ring,외관,-,,3
A3RC95-CM,일반 Ring,외관,-,,3
A3RC96-CM,일반 Ring,외관,-,,3
A3RC97-CM,일반 Ring,외관,-,,3
A3RC98-CM,일반 Ring,외관,-,,3
A3RC99-CM,일반 Ring,외관,-,,3
A3RD01-CM,일반 Ring,외관,-,,3
A3RD02-CM,일반 Ring,외관,-,,3
A3RD03-CM,일반 Ring,외관,-,,3
A3RD04-CM,일반 Ring,외관,-,,3
A3RD05-CM,일반 Ring,외관,-,,3
A3RD06-CM,일반 Ring,외관,-,,3
A3RD07-CM,일반 Ring,외관,-,,3
A3RD08-CM,일반 Ring,외관,-,,3
A3RD09-CM,일반 Ring,외관,-,,3
A3RD10-CM,일반 Ring,외관,-,,3
A3RD11-CM,일반 Ring,외관,-,,3
A3RD12-CM,일반 Ring,외관,-,,3
A3RD13-CM,일반 Ring,외관,-,,3
A3RD14-CM,일반 Ring,외관,-,,3
A3RD15-CM,일반 Ring,외관,-,,3
A3RD16-CM,일반 Ring,외관,-,,3
A3RD17-CM,일반 Ring,외관,-,,3
A3RD18-CM,일반 Ring,외관,-,,3
A3RD19-CM,일반 Ring,외관,-,,3
A3RD20-CM,일반 Ring,외관,-,,3
A3RD21-CM,일반 Ring,외관,-,,3
A3RD22-CM,일반 Ring,외관,-,,3
A3RD23-CM,일반 Ring,외관,-,,3
A3RD24-CL,일반 Ring,외관,-,,3
A3RD25-CL,일반 Ring,외관,-,,3
A3RD26-CL,일반 Ring,외관,-,,3
A3RD27-CL,일반 Ring,외관,-,,3
A3RD28-CL,일반 Ring,외관,-,,3
A3RD29-CL,일반 Ring,외관,-,,3
A3RD30-CL,일반 Ring,외관,-,,3
A3RD60-CL,일반 Ring,외관,-,,3
A3RD61-CL,일반 Ring,외관,-,,3
A3RD62-CL,일반 Ring,외관,-,,3
A3RD63-CM,일반 Ring,외관,-,,3
A3RD64-CM,일반 Ring,외관,-,,3
A3RD66-CL,일반 Ring,외관,-,,3
A3RD67-CL,일반 Ring,외관,-,,3
A3RE05-SM,일반 Ring,외관,-,,3
A3RE11-CM,일반 Ring,외관,-,,3
A3RE13-CM,일반 Ring,외관,-,,3
A3RE14-CM,일반 Ring,외관,-,,3
A3RE27-CL,일반 Ring,외관,-,,3
A3RE35-CL,일반 Ring,외관,-,,3
A3RE39-SL,일반 Ring,외관,-,,3
A3RE47-SL,일반 Ring,외관,-,,3
A3RE95-SM,일반 Ring,외관,-,,3
A3RE98-CM,일반 Ring,외관,-,,3
