일자,조,종합측정실_인력,종합측정실_실적,치수_인력,치수_실적,Hole_인력,Hole_실적,외관_인력,외관_실적,캠퍼스,주야
2026-02-10,C,2,229,2,196,1,89,2,217,천안,주
2026-02-10,B,2,180,2,190,1,81,2,258,천안,야
2026-02-11,A,2,237,2,162,1,79,2,222,천안,주
2026-02-11,B,3,227,2,183,1,98,2,239,천안,야
2026-02-12,A,2,233,3,148,1,67,2,206,천안,주
2026-02-12,B,2,180,2,157,1,63,3,192,천안,야
2026-02-13,A,3,252,2,182,1,73,2,261,천안,주
2026-02-13,C,2,261,2,214,1,60,2,175,천안,야
2026-02-14,A,2,254,2,169,1,57,2,274,천안,주
2026-02-14,C,3,152,2,125,1,45,2,183,천안,야
2026-02-15,B,3,전산 Down,2,0,1,0,2,0,천안,주
2026-02-15,C,3,0,2,0,1,0,2,0,천안,야
2026-02-16,B,3,0,2,0,1,0,2,0,천안,주
2026-02-16,C,3,0,2,0,1,0,2,0,천안,야
2026-02-17,B,3,0,2,0,1,0,2,0,천안,주
2026-02-17,A,3,0,2,0,1,0,2,0,천안,야
2026-02-18,B,2,249,2,206,1,85,3,273,천안,주
2026-02-18,A,2,263,2,174,1,98,2,221,천안,야
2026-02-19,C,2,303,2,254,1,59,2,222,천안,주
2026-02-19,A,2,251,2,174,2,73,2,226,천안,야
2026-02-20,C,2,246,2,266,1,75,2,220,천안,주
2026-02-20,A,2,247,2,186,1,78,2,250,천안,야
2026-02-21,C,2,231,2,271,1,73,2,243,천안,주
2026-02-21,B,2,158,1,172,1,108,2,292,천안,야
2026-02-22,C,2,302,2,230,1,106,2,218,천안,주
2026-02-22,B,2,204,2,198,1,82,3,247,천안,야
2026-02-23,A,2,249,2,176,1,119,2,199,천안,주
2026-02-23,B,2,249,2,184,1,76,3,324,천안,야
2026-02-24,A,2,244,2,161,1,92,2,258,천안,주
2026-02-24,B,2,193,2,195,1,84,2,308,천안,야
2026-02-25,A,2,253,2,170,1,100,2,206,천안,주
2026-02-25,C,2,220,1,183,1,43,2,212,천안,야
2026-02-26,A,2,268,1,168,1,78,2,214,천안,주
2026-02-26,C,2,223,2,174,1,91,2,214,천안,야
2026-02-27,B,2,237,2,164,1,80,2,280,천안,주
2026-02-27,C,2,241,2,197,1,90,2,214,천안,야
2026-02-28,B,2,220,2,171,1,87,2,204,천안,주
2026-02-28,C,2,216,1,180,1,85,1,184,천안,야
2026-03-01,B,2,231,2,160,1,76,2,238,천안,주
2026-03-01,A,2,260,2,127,1,108,2,227,천안,야
2026-03-02,B,2,230,2,195,1,123,2,197,천안,주
2026-03-02,A,2,240,2,158,1,114,2,246,천안,야
2026-03-03,C,2,206,2,264,1,87,2,239,천안,주
2026-03-03,A,2,238,2,177,1,85,2,318,천안,야
2026-03-04,C,2,249,2,237,1,89,2,242,천안,주
2026-03-04,A,2,255,2,184,1,76,2,319,천안,야
2026-03-05,C,3,175,2,235,1,72,2,292,천안,주
2026-03-05,B,2,231,2,178,1,64,1,280,천안,야
2026-03-06,C,2,151,2,164,1,75,2,301,천안,주
2026-03-06,B,2,225,2,190,1,82,2,293,천안,야
2026-03-07,A,2,230,1,138,1,97,2,236,천안,주
2026-03-07,B,2,304,2,170,1,80,2,225,천안,야
2026-03-08,A,2,256,2,158,1,112,2,245,천안,주
2026-03-08,B,2,242,2,177,1,72,2,222,천안,야
2026-03-09,A,2,260,2,180,1,95,2,210,천안,주
2026-03-09,C,2,263,2,219,1,105,2,235,천안,야
2026-03-10,A,2,223,2,182,1,103,2,299,천안,주
2026-03-10,C,3,228,2,186,1,65,2,231,천안,야
2026-03-11,B,2,218,2,136,1,60,2,174,천안,주
2026-03-11,C,3,217,2,153,1,83,2,238,천안,야
2026-03-12,B,2,180,2,165,1,91,2,326,천안,주
2026-03-12,C,3,245,2,235,1,86,2,212,천안,야
2026-03-13,B,2,195,2,165,1,58,2,234,천안,주
2026-03-13,A,2,202,1,160,1,88,1,228,천안,야
2026-03-14,B,2,184,2,158,1,94,2,245,천안,주
2026-03-14,A,2,235,2,117,1,106,1,255,천안,야
2026-03-15,C,2,252,1,150,1,88,2,223,천안,주
2026-03-15,A,2,221,2,160,1,107,2,256,천안,야
2026-03-16,C,2,289,2,214,1,128,2,249,천안,주
2026-03-16,A,2,221,2,131,1,87,2,227,천안,야
2026-03-17,C,3,249,2,216,1,88,2,221,천안,주
2026-03-17,B,2,217,1,155,1,75,2,230,천안,야
2026-03-18,C,2,260,2,188,1,93,2,242,천안,주
2026-03-18,B,2,222,2,170,1,78,2,288,천안,야
2026-03-19,A,2,222,2,112,1,104,2,198,천안,주
2026-03-19,B,2,218,2,190,1,130,2,283,천안,야
2026-03-20,A,2,255,3,142,1,110,2,151,천안,주
2026-03-20,B,2,269,1,214,1,104,2,183,천안,야
2026-03-21,A,2,192,3,154,1,93,2,208,천안,주
2026-03-21,C,2,245,2,225,1,96,2,185,천안,야
2026-03-22,A,2,235,2,157,1,95,1,167,천안,주
2026-03-22,C,3,248,2,255,1,66,2,258,천안,야
2026-03-23,B,2,224,1,180,1,90,1,243,천안,주
2026-03-23,C,3,235,2,243,1,58,2,217,천안,야
2026-03-24,B,2,223,2,167,1,71,2,274,천안,주
2026-03-24,C,2,241,2,229,1,101,2,221,천안,야
2026-03-25,B,2,173,2,191,1,78,2,214,천안,주
2026-03-25,A,2,247,2,194,1,88,2,300,천안,야
2026-03-26,B,2,269,2,186,1,85,2,264,천안,주
2026-03-26,A,2,226,3,255,1,102,2,274,천안,야
2026-03-27,C,3,230,2,235,1,76,2,240,천안,주
2026-03-27,A,2,235,3,263,1,68,2,216,천안,야
2026-03-28,C,2,270,2,314,1,85,2,277,천안,주
2026-03-28,A,2,227,3,233,1,85,1,253,천안,야
2026-03-29,C,2,285,2,258,1,74,2,302,천안,주
2026-03-29,B,2,219,1,190,1,53,1,244,천안,야
2026-03-30,C,2,282,2,233,1,99,2,136,천안,주
2026-03-30,B,2,248,1,207,1,64,2,255,천안,야
2026-03-31,A,2,227,3,240,1,79,2,330,천안,주
2026-03-31,B,2,235,1,218,1,126,2,342,천안,야
2026-04-01,A,2,229,3,205,2,67,2,205,천안,주
2026-04-01,A,3,216,2,250,1,32,2,245,아산,주
2026-04-01,B,2,257,1,225,1,97,2,210,천안,야
2026-04-01,B,2,188,2,188,1,28,2,197,아산,야
2026-04-02,A,2,211,2,239,2,66,2,246,천안,주
2026-04-02,A,3,181,2,178,1,54,2,229,아산,주
2026-04-02,C,2,245,2,233,2,78,2,243,천안,야
2026-04-02,C,2,186,2,206,0,82,2,180,아산,야
2026-04-03,A,2,223,2,51,1,68,2,280,천안,주
2026-04-03,A,3,179,2,217,1,73,1,150,아산,주
2026-04-03,C,3,212,2,203,1,72,2,238,천안,야
2026-04-03,C,3,206,2,266,0,93,2,191,아산,야
2026-04-04,B,2,231,1,231,1,78,2,249,천안,주
2026-04-04,B,3,137,1,219,1,80,2,307,아산,주
2026-04-04,C,2,171,3,244,1,83,2,224,천안,야
2026-04-04,C,3,223,2,196,1,96,2,290,아산,야
2026-04-05,B,2,180,2,223,1,62,2,297,천안,주
2026-04-05,B,3,189,2,193,1,74,2,209,아산,주
2026-04-05,C,2,205,3,240,1,82,2,241,천안,야
2026-04-05,C,3,204,1,214,1,33,2,264,아산,야
2026-04-06,B,2,235,2,200,1,66,2,323,천안,주
2026-04-06,B,3,178,2,166,1,66,2,156,아산,주
2026-04-06,A,2,188,2,170,1,67,2,221,천안,야
2026-04-06,A,2,141,1,233,1,32,2,210,아산,야
2026-04-07,B,2,246,2,190,1,63,2,237,천안,주
2026-04-07,B,3,203,1,101,1,67,2,231,아산,주
2026-04-07,A,2,214,3,212,1,81,2,249,천안,야
2026-04-07,A,2,190,1,199,1,5,2,259,아산,야
2026-04-08,C,2,207,2,209,1,68,2,238,천안,주
2026-04-08,C,3,242,2,186,1,58,3,279,아산,주
2026-04-08,A,2,228,3,211,1,41,2,303,천안,야
2026-04-08,A,3,197,2,185,1,57,2,229,아산,야
2026-04-09,C,2,260,3,234,1,73,2,244,천안,주
2026-04-09,C,3,219,2,242,1,87,3,266,아산,주
2026-04-09,A,2,221,2,210,1,69,2,303,천안,야
2026-04-09,A,3,187,2,168,1,34,2,218,아산,야
2026-04-10,C,2,271,3,270,1,73,2,266,천안,주
2026-04-10,C,3,193,1,215,1,56,3,219,아산,주
2026-04-10,B,2,232,2,232,1,63,3,355,천안,야
2026-04-10,B,3,177,2,202,1,109,2,186,아산,야
2026-04-11,C,2,240,2,214,1,86,2,309,천안,주
2026-04-11,C,3,198,1,249,1,100,3,271,아산,주
2026-04-11,B,2,211,2,160,1,63,3,292,천안,야
2026-04-11,B,3,173,2,103,1,104,2,222,아산,야
2026-04-12,A,2,164,3,210,1,59,2,287,천안,주
2026-04-12,A,2,135,1,185,1,31,2,236,아산,주
2026-04-12,B,2,229,2,195,1,44,3,299,천안,야
2026-04-12,B,3,189,2,165,1,96,2,227,아산,야
2026-04-13,A,2,223,3,169,1,67,2,206,천안,주
2026-04-13,A,3,150,2,144,1,31,2,114,아산,주
2026-04-13,B,2,218,2,170,1,80,3,172,천안,야
2026-04-13,B,3,220,2,111,1,75,2,254,아산,야
2026-04-14,A,2,218,3,180,1,91,2,293,천안,주
2026-04-14,A,2,159,2,175,1,56,2,252,아산,주
2026-04-14,C,2,196,2,215,1,64,2,256,천안,야
2026-04-14,C,3,252,1,248,1,61,3,235,아산,야
2026-04-15,A,2,208,2,158,1,72,2,286,천안,주
2026-04-15,A,3,180,2,231,1,64,1,184,아산,주
2026-04-15,C,2,240,2,227,1,83,2,287,천안,야
2026-04-15,C,3,232,2,244,1,79,3,277,아산,야
2026-04-16,B,2,242,1,165,1,62,3,242,천안,주
2026-04-16,B,3,160,1,108,1,20,2,211,아산,주
2026-04-16,C,2,220,2,200,1,83,2,272,천안,야
2026-04-16,C,3,237,2,272,1,88,3,290,아산,야
2026-04-17,B,2,239,3,170,1,64,2,261,천안,주
2026-04-17,B,3,183,2,130,1,54,2,210,아산,주
2026-04-17,C,2,192,2,213,1,88,2,267,천안,야
2026-04-17,C,3,229,2,241,0,72,3,257,아산,야
2026-04-18,B,2,242,3,149,1,72,2,241,천안,주
2026-04-18,B,3,165,1,179,1,58,2,217,아산,주
2026-04-18,A,2,185,2,171,1,75,2,237,천안,야
2026-04-18,A,2,159,2,127,1,67,1,195,아산,야
2026-04-19,B,2,246,2,168,1,67,2,233,천안,주
2026-04-19,B,3,180,1,216,1,71,1,198,아산,주
2026-04-19,A,2,200,3,171,1,67,2,207,천안,야
2026-04-19,A,2,179,2,158,1,73,1,193,아산,야
2026-04-20,C,2,175,2,201,1,53,2,269,천안,주
2026-04-20,C,2,203,2,241,1,58,3,173,아산,주
2026-04-20,A,2,237,2,141,1,70,1,176,천안,야
2026-04-20,A,3,166,1,183,1,93,2,279,아산,야
2026-04-21,C,2,249,3,175,1,67,2,238,천안,주
2026-04-21,C,3,211,2,249,1,56,3,284,아산,주
2026-04-21,A,2,231,3,82,1,59,1,132,천안,야
2026-04-21,A,3,182,1,168,1,34,2,228,아산,야
2026-04-22,C,2,283,3,222,1,88,2,204,천안,주
2026-04-22,C,3,193,2,222,1,86,3,259,아산,주
2026-04-22,B,2,202,1,181,1,80,2,253,천안,야
2026-04-22,B,2,140,1,156,1,101,1,180,아산,야
2026-04-23,C,2,266,2,265,1,93,2,270,천안,주
2026-04-23,C,2,217,1,201,1,64,2,259,아산,주
2026-04-23,B,2,235,3,203,1,85,2,315,천안,야
2026-04-23,B,3,197,1,155,1,93,2,246,아산,야
2026-04-24,A,2,251,2,206,1,83,2,207,천안,주
2026-04-24,A,2,180,2,199,0,65,3,193,아산,주
2026-04-24,B,2,252,3,231,1,86,2,262,천안,야
2026-04-24,B,3,199,1,179,1,37,2,173,아산,야
2026-04-25,A,2,205,3,209,1,67,2,217,천안,주
2026-04-25,A,2,164,2,179,0,55,3,177,아산,주
2026-04-25,B,2,253,2,230,1,63,2,271,천안,야
2026-04-25,B,2,192,0,198,1,37,2,218,아산,야
2026-04-26,A,2,207,2,202,1,85,2,210,천안,주
2026-04-26,A,3,200,2,241,1,75,3,206,아산,주
2026-04-26,C,2,260,1,179,1,83,2,238,천안,야
2026-04-26,C,2,182,1,263,1,101,3,226,아산,야
2026-04-27,A,2,192,2,171,1,101,2,153,천안,주
2026-04-27,A,3,161,2,179,1,94,3,184,아산,주
2026-04-27,C,2,249,2,238,1,96,2,234,천안,야
2026-04-27,C,3,211,2,309,1,87,3,329,아산,야
2026-04-28,B,2,217,2,165,1,78,2,266,천안,주
2026-04-28,B,3,160,2,210,1,100,2,209,아산,주
2026-04-28,C,2,251,2,172,1,75,2,233,천안,야
2026-04-28,C,3,235,2,323,1,89,3,278,아산,야
2026-04-29,B,2,228,3,154,1,76,2,248,천안,주
2026-04-29,B,3,195,2,204,0,68,3,203,아산,주
2026-04-29,C,2,202,2,205,1,93,2,201,천안,야
2026-04-29,C,2,192,2,239,1,67,3,287,아산,야
2026-04-30,B,2,198,2,172,1,66,2,203,천안,주
2026-04-30,B,3,196,2,175,1,84,3,252,아산,주
2026-04-30,A,2,220,2,131,1,93,2,171,천안,야
2026-04-30,A,3,204,2,280,1,87,3,218,아산,야
2026-05-01,B,2,232,1,156,1,76,2,186,천안,주
2026-05-01,B,2,184,1,218,1,59,3,220,아산,주
2026-05-01,A,2,220,3,173,1,91,2,168,천안,야
2026-05-01,A,3,212,2,251,1,77,3,240,아산,야
2026-05-02,C,1,172,1,194,1,86,2,246,천안,주
2026-05-02,C,3,154,2,208,1,81,3,251,아산,주
2026-05-02,A,2,243,3,181,1,95,2,307,천안,야
2026-05-02,A,3,177,2,278,1,80,3,237,아산,야
2026-05-03,C,2,289,2,170,1,85,2,205,천안,주
2026-05-03,C,3,202,1,206,1,85,3,294,아산,주
2026-05-03,A,2,197,2,142,1,52,2,148,천안,야
2026-05-03,A,3,173,1,171,1,56,3,256,아산,야
2026-05-04,C,2,269,1,187,1,89,2,194,천안,주
2026-05-04,C,3,195,2,248,1,89,3,210,아산,주
2026-05-04,B,2,246,2,169,1,66,1,221,천안,야
2026-05-04,B,3,190,2,176,1,82,3,249,아산,야
2026-05-05,C,2,190,2,175,1,85,2,223,천안,주
2026-05-05,C,3,195,2,230,0,94,3,269,아산,주
2026-05-05,B,2,237,3,151,1,77,2,188,천안,야
2026-05-05,B,3,175,2,175,1,95,3,252,아산,야
2026-05-06,A,2,237,2,155,1,79,2,155,천안,주
2026-05-06,A,2,147,1,263,1,75,3,173,아산,주
2026-05-06,B,2,287,3,230,1,78,2,237,천안,야
2026-05-06,B,3,182,2,187,1,90,3,236,아산,야
2026-05-07,A,2,219,3,152,1,79,2,258,천안,주
2026-05-07,A,3,175,2,187,1,78,2,216,아산,주
2026-05-07,B,2,256,3,174,1,73,2,220,천안,야
2026-05-07,B,3,153,2,221,1,90,3,214,아산,야
2026-05-08,A,2,207,2,171,1,70,2,246,천안,주
2026-05-08,A,2,187,2,220,1,79,2,190,아산,주
2026-05-08,C,2,225,2,197,1,74,2,213,천안,야
2026-05-08,C,3,228,2,193,1,93,2,270,아산,야
2026-05-09,A,2,221,2,163,1,64,2,306,천안,주
2026-05-09,A,2,152,2,146,1,83,2,169,아산,주
2026-05-09,C,2,193,2,175,1,110,2,240,천안,야
2026-05-09,C,3,257,2,131,0,80,2,169,아산,야
2026-05-10,B,2,267,2,213,1,83,2,262,천안,주
2026-05-10,B,2,140,1,105,1,67,3,75,아산,주
2026-05-10,C,3,304,2,213,1,123,2,245,천안,야
2026-05-10,C,3,251,2,220,0,73,3,185,아산,야
2026-05-11,B,2,239,3,180,1,85,2,260,천안,주
2026-05-11,B,3,185,1,162,1,35,3,128,아산,주
2026-05-11,C,3,231,2,181,1,78,2,251,천안,야
2026-05-11,C,2,206,2,261,1,83,3,278,아산,야
2026-05-12,B,2,209,3,176,1,88,2,245,천안,주
2026-05-12,B,3,205,1,128,1,49,3,159,아산,주
2026-05-12,A,2,201,2,153,1,77,2,325,천안,야
2026-05-12,A,3,196,1,226,1,59,3,229,아산,야
2026-05-13,B,2,217,3,198,1,79,2,238,천안,주
2026-05-13,B,3,224,1,116,1,84,3,156,아산,주
2026-05-13,A,2,203,2,171,1,78,2,315,천안,야
2026-05-13,A,3,216,2,196,1,34,3,164,아산,야
2026-05-14,C,2,209,2,237,1,82,2,263,천안,주
2026-05-14,C,2,219,2,273,1,64,2,185,아산,주
2026-05-14,A,2,247,3,180,1,101,2,293,천안,야
2026-05-14,A,3,198,2,219,1,49,3,244,아산,야
2026-05-15,C,2,273,2,215,1,73,2,255,천안,주
2026-05-15,C,3,195,2,194,1,54,2,271,아산,주
2026-05-15,A,2,190,3,204,1,86,2,347,천안,야
2026-05-15,A,3,210,2,189,1,56,2,160,아산,야
2026-05-16,C,2,187,1,219,1,65,2,275,천안,주
2026-05-16,C,3,193,2,255,1,85,2,219,아산,주
2026-05-16,B,2,206,3,179,1,57,2,238,천안,야
2026-05-16,B,3,157,2,132,1,79,3,118,아산,야
2026-05-17,C,2,251,2,220,1,88,2,276,천안,주
2026-05-17,C,2,196,2,152,1,93,3,192,아산,주
2026-05-17,B,2,228,2,113,1,57,2,312,천안,야
2026-05-17,B,3,200,2,168,1,88,3,135,아산,야
2026-05-18,A,2,217,2,150,1,90,2,291,천안,주
2026-05-18,A,3,186,2,225,0,42,3,188,아산,주
2026-05-18,B,2,247,1,191,1,76,2,247,천안,야
2026-05-18,B,3,212,2,174,1,71,3,204,아산,야
2026-05-19,A,2,252,3,200,1,80,2,227,천안,주
2026-05-19,A,3,180,2,280,1,89,3,220,아산,주
2026-05-19,B,2,240,1,189,1,78,2,201,천안,야
2026-05-19,B,3,190,2,158,1,48,2,163,아산,야
2026-05-20,A,2,228,3,181,1,60,2,166,천안,주
2026-05-20,A,3,189,2,269,1,49,3,207,아산,주
2026-05-20,C,3,167,2,241,1,59,2,245,천안,야
2026-05-20,C,3,213,2,317,1,84,3,254,아산,야
2026-05-21,A,2,233,3,162,1,43,2,238,천안,주
2026-05-21,A,2,187,2,172,1,83,3,238,아산,주
2026-05-21,C,3,282,2,154,1,86,2,142,천안,야
2026-05-21,C,3,215,2,219,1,77,3,257,아산,야
2026-05-22,B,2,229,3,165,1,53,1,208,천안,주
2026-05-22,B,2,200,1,143,1,63,2,183,아산,주
2026-05-22,C,2,228,1,164,1,94,2,237,천안,야
2026-05-22,C,3,241,2,286,1,96,3,273,아산,야
2026-05-23,B,2,225,3,158,1,78,2,199,천안,주
2026-05-23,B,2,176,1,116,1,65,3,240,아산,주
2026-05-23,C,2,215,2,145,1,69,2,205,천안,야
2026-05-23,C,3,214,1,231,1,53,3,277,아산,야
2026-05-24,B,2,247,3,155,1,91,2,140,천안,주
2026-05-24,B,2,194,1,102,1,55,3,163,아산,주
2026-05-24,A,3,241,2,133,1,63,2,218,천안,야
2026-05-24,A,3,201,2,189,1,29,2,188,아산,야
2026-05-25,B,2,238,3,200,1,52,2,204,천안,주
2026-05-25,B,2,192,1,176,1,49,3,256,아산,주
2026-05-25,A,2,249,3,172,1,56,1,207,천안,야
2026-05-25,A,3,193,2,151,1,54,2,203,아산,야
2026-05-26,C,2,218,2,174,1,72,2,188,천안,주
2026-05-26,C,3,214,2,230,1,78,2,229,아산,주
2026-05-26,A,2,250,3,194,1,55,2,234,천안,야
2026-05-26,A,3,191,2,233,1,85,3,215,아산,야
2026-05-27,C,2,291,2,173,1,62,2,200,천안,주
2026-05-27,C,3,224,1,260,1,100,3,305,아산,주
2026-05-27,A,2,250,3,209,1,72,2,233,천안,야
2026-05-27,A,3,186,2,219,1,74,3,255,아산,야
2026-05-28,C,2,230,2,224,1,73,2,262,천안,주
2026-05-28,C,3,123,2,230,1,65,3,253,아산,주
2026-05-28,B,2,241,2,207,1,73,2,180,천안,야
2026-05-28,B,3,176,2,200,1,87,3,272,아산,야
2026-05-29,C,2,177,1,184,1,57,2,231,천안,주
2026-05-29,C,3,234,1,213,1,94,3,295,아산,주
2026-05-29,B,2,304,3,190,1,82,2,168,천안,야
2026-05-29,B,3,202,2,159,1,95,3,175,아산,야
2026-05-30,A,2,240,3,189,1,60,2,207,천안,주
2026-05-30,A,3,170,1,246,1,66,3,296,아산,주
2026-05-30,B,2,261,3,207,1,82,2,269,천안,야
2026-05-30,B,3,219,2,163,1,67,3,151,아산,야
2026-05-31,A,2,252,2,174,1,67,2,325,천안,주
2026-05-31,A,3,181,1,182,1,51,3,208,아산,주
2026-05-31,B,2,253,2,148,1,76,2,232,천안,야
2026-05-31,B,2,270,2,204,1,48,3,153,아산,야
2026-06-01,A,2,232,3,181,1,74,2,212,천안,주
2026-06-01,A,3,207,2,230,1,63,3,292,아산,주
2026-06-01,C,3,187,2,172,1,50,2,205,천안,야
2026-06-01,C,3,187,1,251,1,120,3,269,아산,야
2026-06-02,A,2,244,3,164,1,76,2,224,천안,주
2026-06-02,A,2,185,1,174,1,38,2,239,아산,주
2026-06-02,C,3,281,2,168,1,69,2,243,천안,야
2026-06-02,C,3,281,2,213,1,89,3,272,아산,야
2026-06-03,B,2,221,3,178,1,48,2,245,천안,주
2026-06-03,B,3,214,2,208,1,75,3,247,아산,주
2026-06-03,C,3,273,2,192,1,91,2,267,천안,야
2026-06-03,C,3,273,2,333,1,85,3,290,아산,야
2026-06-04,B,2,272,3,190,1,67,2,221,천안,주
2026-06-04,B,3,211,2,171,1,88,3,242,아산,주
2026-06-04,C,3,263,2,185,1,91,2,237,천안,야
2026-06-04,C,3,263,2,237,1,65,3,257,아산,야
2026-06-05,B,2,213,2,166,1,75,2,338,천안,주
2026-06-05,B,3,177,2,171,1,55,3,194,아산,주
2026-06-05,A,2,247,2,161,1,91,2,316,천안,야
2026-06-05,A,2,247,2,256,1,62,3,251,아산,야
2026-06-06,B,2,225,2,145,1,64,2,261,천안,주
2026-06-06,B,2,200,1,195,1,20,2,158,아산,주
2026-06-06,A,2,269,2,150,1,72,2,250,천안,야
2026-06-06,A,2,269,2,174,1,98,3,228,아산,야
2026-06-07,C,2,232,1,153,1,60,2,201,천안,주
2026-06-07,C,3,245,2,310,1,106,3,198,아산,주
2026-06-07,A,2,242,3,163,1,75,2,228,천안,야
2026-06-07,A,2,242,2,230,1,104,3,220,아산,야
2026-06-08,C,2,291,2,205,1,74,2,201,천안,주
2026-06-08,C,3,222,1,283,1,86,3,157,아산,주
2026-06-08,A,2,244,3,156,1,67,2,243,천안,야
2026-06-08,A,2,244,1,324,1,93,3,273,아산,야
2026-06-09,C,3,266,2,176,1,84,2,225,천안,주
2026-06-09,C,3,239,2,287,1,89,3,253,아산,주
2026-06-09,B,2,212,2,180,1,70,2,246,천안,야
2026-06-09,B,2,212,1,131,1,76,3,241,아산,야
2026-06-10,C,3,340,2,167,1,106,2,240,천안,주
